Diện tích,Lượt xem,Số tầng,Hướng,name,Mức giá,Địa chỉ,Số phòng
100m2,216,, Tây Bắc,CHÀO BÁN LÔ ĐẤT CỒN DẦU 16 - HÒA XUÂN - CẨM LỆ - ĐÀ NẴNG,4.2 tỷ," cồn dầu 16, Cẩm Lệ, Đà Nẵng",
100m2,204,, Tây Bắc,CHÀO BÁN LÔ ĐẤT ĐƯỜNG 29/3 KẸP CỐNG,7.1 tỷ," 29/3, Cẩm Lệ, Đà Nẵng",
112m2,214,, Đông Nam,CHÍNH CHỦ CHÀO BÁN LÔ ĐẤT 29/3 KẸP VẠCH CÂY XANH 5M,7.5 tỷ," 33, Cẩm Lệ, Đà Nẵng",
100m2,204,, Không xác định,BÁN SIÊU PHẨM NHÀ 3 TẦNG ĐƯỜNG HỒ PHI TÍCH - HOÀ XUÂN,6.69 tỷ," Hồ Phi Tích, Hoà Xuân , Cẩm Lệ, Đà Nẵng",
100m2,187,, Tây Bắc,CHÀO BÁN LÔ ĐẤT CỒN DẦU 16 - HÒA XUÂN - CẨM LỆ - ĐÀ NẴNG,4.2 tỷ," cồn dầu 16, Cẩm Lệ, Đà Nẵng",
125m2,269, 3, Tây,CHÀO BÁN NHÀ NGUYỄN HỮU THỌ - VỊ TRÍ KINH DOANH HÀNG ĐẦU,16.5 tỷ," NGUYỄN HỮU THỌ, Cẩm Lệ, Đà Nẵng", 4
100m2,201,, Tây Bắc,CHINH CHỦ BÁN LÔ CỒN DẦU 19 - HÒA XUÂN - CẨM LỆ,4 tỷ," cồn dầu 19 , Cẩm Lệ, Đà Nẵng",
100m2,189,, Tây Bắc,CHÍNH CHỦ CHÀO BÁN LÔ CỒN DẦU 16 - HÒA XUÂN - CẨM LỆ,4.2 tỷ," cồn dầu 16, Cẩm Lệ, Đà Nẵng",
100m2,199,, Tây Bắc,CHÍNH CHỦ ĐANG CẦN BÁN LÔ ĐẤT CỒN DẦU 16 THUỘC DỰ ÁN CỒN DẦU SẮP MỞ BÁN - THÍCH HỢP ĐẦU TƯ,4.2 tỷ," Cồn Dầu 16, Cẩm Lệ, Đà Nẵng",
100m2,301,, Không xác định,GIÁ SIÊU ĐẸP LÔ ĐẤT CỒN DẦU 24 SÁT TRỤC 29/3,4.1 tỷ," Cẩm Lệ, Đà Nẵng",
200m2,358,, Tây Bắc,BÁN NHÀ BT ĐẢO VIP ĐƯỜNG TRUNG LƯƠNG 11 SẠCH ĐẸP ĐỐI DIỆN CÔNG VIÊN,10.5 tỷ," trung lương 11, Cẩm Lệ, Đà Nẵng",
100m2,228,, Tây Bắc,BÁN ĐẤT ĐƯỜNG CỒN DẦU 16 KHU VỰC HẤP DẪN THỊ TRƯỜNG,Liên hệ," Cồn Dầu 16, Cẩm Lệ, Đà Nẵng",
150m2,350, 2, Đông Nam,BÁN BIỆT THỰ SIÊU ĐẸP VIEW SÔNG ĐƯỜNG THĂNG LONG,20 tỷ," Thăng Long, Cẩm Lệ, Đà Nẵng", 4
150m2,329, 2, Đông Nam,BÁN BIỆT THỰ SIÊU ĐẸP VIWE SÔNG ĐƯỜNG THĂNG LONG - TP ĐÀ NẴNG,20 tỷ," Thăng Long, Hoà Cường Nam, Hải Châu, Đà Nẵng", 4
120m2,248,, Đông,CẦN BÁN 5 NHÀ TRỌ ĐƯỜNG HOÀNG ĐÌNH ÁI - HÒA XUÂN - CẨM LỆ,3.6 tỷ," Hoàng Thị Ái, Hoà Xuân , Cẩm Lệ, Đà Nẵng",
100m2,251,, Tây Bắc,BÁN LÔ ĐẤT ĐƯỜNG TRẦN KIM XUYẾN HƯỚNG ĐÔNG BẮC- HÒA XUÂN,3.55 tỷ," TRẦN KIM XUYẾN, Cẩm Lệ, Đà Nẵng",
118m2,291,, Tây,CHÍNH CHỦ CẦN BÁN LÔ ĐẤT SHOPHOUSE 2 MẶT TIỀN TRƯỚC SAU ĐƯỜNG VÕ CHÍ CÔNG,6.5 tỷ," võ CHí Công, Ngũ Hành Sơn, Đà Nẵng",
100m2,237,, Đông Nam,CHÍNH CHỦ CẦN BÁN LÔ VŨ ĐÌNH LIÊN - GIÁ TỐT NHẤT TT,4 tỷ," Vũ Đình Liên, Cẩm Lệ, Đà Nẵng",
463m2,320,, Tây Bắc,CHÍNH CHỦ CHÀO BÁN LÔ BIỆT THỰ EURO VILLA ĐẲNG CẤP NHẤT,27 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,278,, Không xác định,CHÍNH CHỦ CẦN BÁN LÔ BÙI TRANG CHƯỚC - SẠCH ĐẸP,4.75 tỷ," Bùi Trang Chước, Cẩm Lệ, Đà Nẵng",
200m2,335,, Tây Nam,CHÍNH CHỦ CẦN BÁN CẶP DIÊN HỒNG - HÒA XUÂN - ĐÀ NẴNG,10.6 tỷ," Diên Hồng, Cẩm Lệ, Đà Nẵng",
125m2,269, 3, Tây,CHÀO BÁN NHÀ NGUYỄN HỮU THỌ - VỊ TRÍ KINH DOANH HÀNG ĐẦU,16.5 tỷ," NGUYỄN HỮU THỌ, Cẩm Lệ, Đà Nẵng", 4
170m2,313,, Đông Nam,CHÀO BÁN LÔ ĐẤT ĐƯỜNG NGUYỄN HỮU THỌ,12.9 tỷ," NGUYỄN HỮU THỌ, Cẩm Lệ, Đà Nẵng",
100m2,258,, Đông Nam,CHÍNH CHỦ CẦN BÁN LÔ VŨ ĐÌNH LIÊN - GIÁ TỐT,4 tỷ," Vũ Đình Liên, Cẩm Lệ, Đà Nẵng",
100m2,355,, Đông Nam,BÁN LÔ ĐẤT ĐƯỜNG VŨ ĐÌNH LIÊN SẠCH ĐẸP GIÁ RẺ,4 tỷ," Vũ Đình Liên, Cẩm Lệ, Đà Nẵng",
100m2,204,, Tây Bắc,BÁN LÔ ĐẤT ĐƯỜNG HOÀNG HIỆP SONG SONG TRỤC ĐƯỜNG 29/3,3.75 tỷ," hoàng hiệp, Cẩm Lệ, Đà Nẵng",
100m2,228, 4, Đông Bắc,BÁN NHÀ 4 TẦNG ĐƯỜNG BÙI CÔNG TRỪNG - HOÀ XUÂN - TP ĐÀ NẴNG,5.9 tỷ," Bùi Công Trừng, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 3
100m2,220,, Đông Bắc,BÁN LÔ ĐẤT ĐƯỜNG NGÔ HUY DIỄN GẦN CẦU HOÀ XUÂN - VỊ TRÍ SIÊU ĐẸP ĐỂ XÂY NHÀ,5.25 tỷ," Ngô Huy Diễn, Cẩm Lệ, Đà Nẵng",
107.5m2,250, 3, Tây,BÁN NHÀ 3 TẦNG ĐƯỜNG PHẠM HÙNG - CÂM LỆ - TP ĐÀ NẴNG,7.7 tỷ," PHẠM HÙNG, Cẩm Lệ, Đà Nẵng", 3
100m2,249,, Tây Nam,SIÊU PHẨM ĐƯỜNG DIÊN HỒNG HƯỚNG TÂY NAM - HÒA XUÂN,Liên hệ," diên hồng, Cẩm Lệ, Đà Nẵng",
120m2,200,, Đông Bắc,CHÍNH CHỦ CẦN BÁN ĐẤT ĐƯỜNG HOÀNG THẾ THIỆN - HOÀ XUÂN - TP ĐÀ NẴNG,4.8 tỷ," HOÀNG THẾ THIỆN, Cẩm Lệ, Đà Nẵng",
100m2,218, 2, Đông,BÁN NHÀ 2 TẦNG ĐƯỜNG KIỀU PHỤNG - HOÀ XUÂN - TP ĐÀ NẴNG,3.5 tỷ," Kiều Phụng, Cẩm Lệ, Đà Nẵng", 4
300m2,320,, Đông Nam,CHINH CHỦ CHÀO BÁN LÔ BIỆT THỰ BÙI THIỆN NGỘ KẸP VẠCH CÂY XANH,13 tỷ," bùi thiện ngộ, Cẩm Lệ, Đà Nẵng",
164 m2,325,, Tây Bắc,CHÍNH CHỦ CHÀO BÁN LÔ GÓC TRUNG LƯƠNG 17 & HUỲNH VĂN GẤM,9 tỷ," trung lương 17 , Cẩm Lệ, Đà Nẵng",
100m2,278,, Không xác định,CHÍNH CHỦ CẦN BÁN LÔ BÙI TRANG CHƯỚC - SẠCH ĐẸP,4.75 tỷ," Bùi Trang Chước, Cẩm Lệ, Đà Nẵng",
170m2,313,, Đông Nam,CHÀO BÁN LÔ ĐẤT ĐƯỜNG NGUYỄN HỮU THỌ,12.9 tỷ," NGUYỄN HỮU THỌ, Cẩm Lệ, Đà Nẵng",
Liên hệ,221,, Không xác định,BÁN SIÊU PHẨM NTP NHÀ 4 TẦNG ĐƯỜNG BÙI CÔNG TRỪNG,5.9 tỷ," bùi công trừng, Cẩm Lệ, Đà Nẵng",
125m2,218, 3, Tây Nam,CHÍNH CHỦ GỬI BÁN CĂN NHÀ 3 TẦNG ĐƯỜNG NGUYỄN HỮU THỌ FULL CỬA GỖ SIÊU ĐẸP,16 tỷ," nguyễn hữu thọ, Cẩm Lệ, Đà Nẵng", 6
100m2,237, 4, Đông Bắc,[ HOT ] NHÀ 4 TẦNG ĐƯỜNG BÙI CÔNG TRỪNG - HÒA XUÂN - ĐÀ NẴNG,5.9 tỷ," Bùi Công Trừng , Cẩm Lệ, Đà Nẵng", 4
100m2,220, 2, Tây Nam,BÁN NHÀ SIÊU ĐẸP GIÁ TỐT ĐƯỜNG THANH LƯƠNG 32,4.5 tỷ," thanh lương 32, Cẩm Lệ, Đà Nẵng", 2
300m2,222, 2, Đông Nam,BÁN NHÀ BIỆT THỰ NGUYỄN VĂN THÔNG ĐI THẲNG VÀO EURO VILLA,16.9 tỷ," Nguyễn Văn Thông, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 3
408m2,222,, Đông Nam,GIA ĐÌNH CẦN BÁN LÔ BIỆT THỰ THĂNG LONG 2 MẶT TIỀN,31 tỷ," Thăng Long, Cẩm Lệ, Đà Nẵng",
100m2,339,, Đông Nam,BÁN ĐẤT ĐƯỜNG CỒN DẦU 23 - ĐÔNG NAM - HÒA XUÂN - CẨM LỆ - ĐÀ NẴNG,3.95 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,225,, Đông Bắc,BÁN ĐẤT ĐƯỜNG BÙI TRANG CHƯỚC - 10M5 - HÒA XUÂN - CẨM LỆ .,4.85 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,239,, Đông Nam,BÁN LÔ ĐẤT MAI CHÍ THỌ ĐẢO VIP ĐƯỜNG THÔNG DÀI,5.05 tỷ," MAI CHÍ THỌ, Cẩm Lệ, Đà Nẵng",
100m2,241,, Bắc,CHÀO BÁN LÔ ĐẤT KIỀU SƠN ĐEN SẠCH ĐẸP,Liên hệ," KIỀU SƠN ĐEN, Cẩm Lệ, Đà Nẵng",
100m2,272,, Không xác định,CHÀO BÁN SIÊU PHẨM HUỲNH NGỌC ĐỦ - HÒA XUÂN,Liên hệ," Huỳnh Ngọc Đủ, Cẩm Lệ, Đà Nẵng",
159m2,266,, Đông Nam,BÁN GÓC 2MT ĐƯỜNG THÔNG ( B1.62 LÔ 43 ) - HÒA XUÂN - CẨM LỆ .,8.6 tỷ," Cẩm Lệ, Đà Nẵng",
115m2,236,, Không xác định,BÁN ĐẤT ĐƯỜNG ĐINH VĂN CHẤP B1.39 LÔ 28 - ĐÔNG BẮC - HÒA XUÂN .,4.15 tỷ," Cẩm Lệ, Đà Nẵng",
164m2,243,, Đông Nam,BÁN LÔ 2MT ĐẢO VÍP TRUNG LƯƠNG 10,Liên hệ," Trung Lương 10, Cẩm Lệ, Đà Nẵng",
100m2,236,, Không xác định,BÁN ĐẤT ĐƯỜNG NGUYỄN VĂN THÔNG - TÂY BẮC - 100 M2 - HÒA XUÂN,4.5 tỷ," Cẩm Lệ, Đà Nẵng",
112m2,220,, Không xác định,"BÁN ĐẤT ĐƯỜNG NGÔ HUY DIỄN ( B1.12 ) , DIỆN TÍCH : 112,5 M2 - HÒA XUÂN",5.1 tỷ," Cẩm Lệ, Đà Nẵng",
112m2,227,, Không xác định,"BÁN ĐẤT ĐƯỜNG NGÔ HUY DIỄN ( B1.12 ) , DIỆN TÍCH : 112,5 M2 - HÒA XUÂN",5.1 tỷ," Cẩm Lệ, Đà Nẵng",
165m2,192,, Không xác định,GÓC 2MT ĐƯỜNG HUỲNH VĂN GẤM VÀ ĐƯỜNG TRUNG LƯƠNG 10 - HÒA XUÂN .,8.35 tỷ," Cẩm Lệ, Đà Nẵng",
200m2,202,, Không xác định,"BÁN LÔ ĐẤT ĐƯỜNG TRUNG LƯƠNG 15 - TÂY BẮC , 200 M2 - HÒA XUÂN .",8.55 tỷ," Cẩm Lệ, Đà Nẵng",
200m2,217,, Không xác định,"BÁN LÔ ĐẤT ĐƯỜNG TRUNG LƯƠNG 15 - TÂY BẮC , 200 M2 - HÒA XUÂN .",8.55 tỷ," Cẩm Lệ, Đà Nẵng",
200m2,218,, Tây Bắc,CHÍNH CHỦ CẦN BÁN 2 LÔ ĐẤT LIỀN KỀ ĐẠI LỘ DIÊN HỒNG GẦN SÔNG GẦN CẦU HOÀ XUÂN - SIÊU ĐẸP,10.5 tỷ," Diên Hồng, Cẩm Lệ, Đà Nẵng",
100m2,219,, Không xác định,BÁN ĐẤT ĐƯỜNG TRẦN KIM XUYẾN ( B1.16 LÔ 9 ) - HÒA XUÂN - CẨM LỆ .,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,216,, Không xác định,"BÁN LÔ ĐẤT ĐƯỜNG BÙI TRANG CHƯỚC ( B1.37 LÔ 98 ) , 10M5 LỀ 5M - HÒA XUÂN .",4.7 tỷ," Cẩm Lệ, Đà Nẵng",
224m2,232,, Tây Bắc,TÌM ĐÂU RA LÔ ĐẸP ĐƯỜNG THÔNG ( TRẦN LÊ ) - HÒA XUÂN - CẨM LỆ .,8 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,385,, Tây Nam,CHÀO BÁN SIÊU PHẨM HUỲNH NGỌC ĐỦ - HÒA XUÂN,3.85 tỷ," Huỳnh Ngọc Đủ, Cẩm Lệ, Đà Nẵng",
100m2,297,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG CỒN DẦU 23 - GẦN THÁI VĂN LUNG - HÒA XUÂN MỞ RỘNG,3.85 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,231,, Không xác định,BÁN LÔ SIÊU PHẨM ĐƯỜNG DIÊN HỒNG - TÂY NAM - GẦN SÔNG - HÒA XUÂN,5.3 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,214,, Tây Bắc,BÁN NHÀ 2 TẦNG ĐƯỜNG MAI ANH TUẤN - HOÀ XUÂN - TP ĐÀ NẴNG,4.2 tỷ," Cẩm Lệ, Đà Nẵng",
200m2,217,, Không xác định,"BÁN 2 LÔ LIỀN KỀ ĐƯỜNG TRUNG LƯƠNG 15 , ĐỐI LƯNG VỚI HÀNG DỪA .",8.5 tỷ," Cẩm Lệ, Đà Nẵng",
142m2,223,, Không xác định,NẮM CHỦ BÁN VÀI LÔ GÓC 2MT VỊ TRÍ SIÊU ĐẸP - HÒA XUÂN - CẨM LỆ,8 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,221,, Không xác định,GÓC NGÃ TƯ ĐƯỜNG THÔNG ( B2.108 LÔ 126 ) KHU NAM HÒA XUÂN - HÒA QUÝ .,8.6 tỷ," Cẩm Lệ, Đà Nẵng",
249m2,197,, Đông,CHÍNH CHỦ CẦN CHUYỂN NHƯỢNG LÔ ĐẤT BIỆT THỰ ĐƯỜNG BÙI THIỆN NGỘ GẦN SÔNG - GẦN CẦU NTP,8.9 tỷ," bùi thiện ngộ, Cẩm Lệ, Đà Nẵng",
200m2,219,, Tây Nam,BÁN CẶP SIÊU PHÂM ĐƯỜNG DIÊN HỒNG,10.5 tỷ," Diên Hồng, Cẩm Lệ, Đà Nẵng",
112m2,347,, Đông Nam,TÌM ĐÂU RA LÔ ĐÔNG NAM ĐƯỜNG 29/3 VỊ TRÍ KINH DOANH SIÊU TỐT .,6.2 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,208,, Đông Nam,"SIÊU PHẨM ĐƯỜNG CỒN DẦU 23 ( B1.78 LÔ 36 , 100 M2 ) HÒA XUÂN .",3.85 tỷ," CỒN DẦU 23, Cẩm Lệ, Đà Nẵng",
100m2,231,, Không xác định,CHÍNH CHỦ CẦN BÁN LÔ ĐẤT ĐƯỜNG HUỲNH NGỌC ĐỦ - HÒA XUÂN - CẨM LỆ - ĐÀ NẴNG.,3.85 tỷ," Huỳnh Ngọc Đủ, Cẩm Lệ, Đà Nẵng",
100m2,228,, Không xác định,BÁN ĐẤT ĐƯỜNG BÙI TRANG CHƯỚC - GẦN GÓC ĐƯỜNG NGUYỄN ÂN - HÒA XUÂN .,4.3 tỷ," Cẩm Lệ, Đà Nẵng",
130m2,222,, Đông Bắc,CHÍNH CHỦ CẦN BÁN LÔ HOÀNG THẾ THIỆN - HÒA XUÂN,4.8 tỷ," HOÀNG THẾ THIỆN, Cẩm Lệ, Đà Nẵng",
100m2,215,, Tây,BÁN LÔ ĐẤT BÙI TRANG CHƯỚC B1.18 KHU NGUYỄN TRI PƯƠNG HÒA XUÂN,4.25 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,217,, Đông,BÁN LÔ ĐẤT ĐƯỜNG THANH HÓA SÁT SÂN VẬN ĐỘNG HÒA XUÂN CẨM LÊ,3.95 tỷ," Cẩm Lệ, Đà Nẵng",
112m2,219,, Đông Nam,BÁN LÔ ĐÔNG NAM ĐƯỜNG 29/3 GIÁ TỐT NHẤT THỊ TRƯỜNG HÒA XUÂN .,6.2 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,213,, Tây Nam,CHÍNH CHỦ CẦN BÁN LÔ ĐẤT DIỆP MINH CHÂU,3.45 tỷ," diệp minh châu, Cẩm Lệ, Đà Nẵng",
50m2,230, 2, Đông Nam,CHÀO BÁN SIÊU PHẨM NHÀ 2 TẦNG KIỆT 364 LÊ DUẪN - TP ĐÀ NẴNG,2.49 tỷ," Lê Duẫn, Tân Chính, Thanh Khê, Đà Nẵng", 3
100m2,219,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG CỒN DẦU 23 - ĐÔNG NAM - GIÁ SIÊU TỐT - HÒA XUÂN .,3.85 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,232,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG HUỲNH NGỌC ĐỦ - GẦN SÔNG THOÁNG MÁT - HÒA XUÂN - CẨM LỆ .,3.85 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,227,, Không xác định,BÁN ĐẤT ĐƯỜNG THANH LƯƠNG 5 - TÂY BẮC - 100M2 - HÒA XUÂN .,3.43 tỷ," Cẩm Lệ, Đà Nẵng",
300m2,223,, Không xác định,BIỆT THỰ ĐƯỜNG TRUNG LƯƠNG 17 - 300 M2 - HÒA XUÂN - CẨM LỆ .,12 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,224,, Không xác định,BÁN ĐẤT KẸP CỐNG ĐƯỜNG VÕ VĂN NGÂN - HƯỚNG ĐÔNG - 100 M2 - HÒA XUÂN,3.75 tỷ," Cẩm Lệ, Đà Nẵng",
112m2,216,, Không xác định,"BÁN LÔ ĐÔNG NAM ĐƯỜNG 29/3 ( ĐƯỜNG DÂY ĐIỆN ) , 112M2 - HÒA XUÂN",6.2 tỷ," Cẩm Lệ, Đà Nẵng",
200m2,228,, Không xác định,BÁN 2 LÔ LIỀN KỀ ĐƯỜNG DIÊN HỒNG ( ĐẠI LỘ TRUNG LƯƠNG ) HÒA XUÂN .,10.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,216,, Không xác định,BÁN ĐẤT BIỆT THỰ ĐÔNG NAM GẦN KÊNH EURO 2 - TRUNG LƯƠNG 17 - HÒA XUÂN,12 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,224,, Đông Bắc,BÁN ĐẤT ĐƯỜNG HUỲNH VĂN GẤM - HOÀ XUÂN - CẨM LỆ - TP ĐÀ NẴNG,5.2 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,228,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG TRUNG LƯƠNG 15 - ĐÔNG NAM - 100 M2 - HÒA XUÂN .,3.53 tỷ," Cẩm Lệ, Đà Nẵng",
200m2,207,, Không xác định,"BÁN LÔ ĐẤT ĐƯỜNG TRUNG LƯƠNG 15 ( 200 M2 , TÂY BẮC ) - HÒA XUÂN .",8.5 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,250,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG DIÊN HỒNG SÁT GÓC ĐƯỜNG ĐỖ QUỲ - HÒA XUÂN,5.3 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,441,, Tây Bắc,BÁN LÔ THANH LƯƠNG 5 SONG SONG VỚI ĐƯỜNG MAI CHÍ THỌ - HÒA XUÂN - RẤT ĐẸP .,3.43 tỷ," Cẩm Lệ, Đà Nẵng",
200m2,235,, Không xác định,"BÁN 200 M2 ĐƯỜNG TRUNG LƯƠNG 15 ( B1.15 LÔ 49, 50 ) HÒA XUÂN - CẨM LỆ",8.5 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,378,, Đông,- BÁN ĐẤT GẦN SÂN VẬN ĐỘNG ĐƯỜNG VÕ VĂN NGÂN KẸP CỐNG SÁT LÔ GÓC,3.75 tỷ," Võ Văn Ngân, Cẩm Lệ, Đà Nẵng",
100m2,253,, Không xác định,BÁN ĐẤT ĐƯỜNG TRẦN KIM XUYẾN - 100 M2 - TÂY NAM - HÒA XUÂN - CẨM LỆ,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,253, 3, Bắc,CHÍNH CHỦ GỬI BÁN CĂN NHÀ 3 TẦNG ĐIỆN BIÊN PHỦ- VỊ TRÍ KINH DOANH VIP- GIÁ TỐT THỊ TRƯỜNG,18.5 tỷ," ĐIỆN BIÊN PHỦ, Thanh Khê, Đà Nẵng", 3
170m2,313,, Đông Nam,CHÀO BÁN LÔ ĐẤT ĐƯỜNG NGUYỄN HỮU THỌ,12.9 tỷ," NGUYỄN HỮU THỌ, Cẩm Lệ, Đà Nẵng",
103.2m2,237,, Đông,BÁN ĐẤT ĐƯỜNG ĐÔ ĐỐC TUYẾT- HOÀ XUÂN - CẨM LỆ - TP ĐÀ NẴNG,2.9 tỷ," Cẩm Lệ, Đà Nẵng",
249m2,246,, Đông Nam,SIÊU PHẨM ĐẤT BIỆT RẺ NHẤT THỊ TRƯỜNG ĐƯỜNG BÙI THIỆN NGỘ - HÒA XUÂN,8.9 tỷ," BÙI THIỆN NGỘ, Cẩm Lệ, Đà Nẵng",
100m2,460,, Không xác định,BÁN LÔ GẦN CẦU NGUYỄN TRI PHƯỜNG ĐƯỜNG HUỲNH NGỌC ĐỦ - TÂY NAM - GẦN SÔNG .,385 triệu," Cẩm Lệ, Đà Nẵng",
100m2,369,, Không xác định,BÁN ĐẤT ĐƯỜNG BÍCH KHUÊ ĐỐI DIỆN TRƯỜNG HỌC SIÊU ĐẸP - HÒA XUÂN,3.85 tỷ," Cẩm Lệ, Đà Nẵng",
300m2,201,, Không xác định,BÁN ĐẤT BIỆT THỰ ĐƯỜNG TRUNG LƯƠNG 17 - ĐÔNG NAM - 300 M2 - HÒA XUÂN,12 tỷ," Cẩm Lệ, Đà Nẵng",
159m2,291,, Không xác định,BÁN GÓC 2MT ĐƯỜNG THÔNG ( B1.62 LÔ 43 ) - DIỆN TÍCH : 159 M2 - HÒA XUÂN,8.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,308,, Không xác định,TÌM ĐÂU RA LÔ ĐẸP HƠN LÔ NÀY ( ĐƯỜNG MẠC ĐĂNG DUNG ) - TÂY NAM - HÒA XUÂN,3.65 tỷ," Cẩm Lệ, Đà Nẵng",
130m2,210,, Đông Bắc,CHÀO BÁN LÔ ĐẤT ĐƯỜNG HOÀNG THẾ THIỆN,4.8 tỷ," HOÀNG THẾ THIỆN, Cẩm Lệ, Đà Nẵng",
100m2,326,, Đông,CHÀO BÁN LÔ ĐẤT VÕ VĂN NGÂN KẸP CỐNG - HÒA XUÂN,3.75 tỷ," Võ Văn Ngân, Cẩm Lệ, Đà Nẵng",
170m2,316,, Đông,CHÀO BÁN LÔ ĐẤT ĐƯỜNG NGUYỄN HỮU THỌ,12.9 tỷ," NGUYỄN HỮU THỌ, Cẩm Lệ, Đà Nẵng",
125m2,269, 3, Tây,CHÀO BÁN NHÀ NGUYỄN HỮU THỌ - VỊ TRÍ KINH DOANH HÀNG ĐẦU,16.5 tỷ," NGUYỄN HỮU THỌ, Cẩm Lệ, Đà Nẵng", 4
100m2,231,, Tây Bắc,BÁN ĐẤT ĐƯỜNG 7M5 THANH LƯƠNG 11 HƯỚNG TÂY BẮC KHU ĐÔ THỊ SINH THÁI HÒA XUÂN,3.38 tỷ," Cẩm Lệ, Đà Nẵng",
Liên hệ,220,, Đông,BÁN LÔ ĐẤT ĐƯỜNG NGUYỄN VĂN NGỌC ĐỐI DIỆN BLOCK TRƯỜNG HỌC HÒA XUÂN CẨM LỆ,3.1 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,222,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG HUỲNH NGỌC ĐỦ - ĐỐI DIỆN CÔNG VIÊN - GẦN SÔNG THOÁNG MÁT .,3.85 tỷ," Cẩm Lệ, Đà Nẵng",
112m2,211,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG NGUYỄN MỸ - ĐỐI DIỆN CÔNG VIÊN - ĐẢO 2 - HÒA XUÂN,4.35 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,403,, Không xác định,BÁN LÔ ĐẤT GẦN CÔNG VIÊN ĐƯỜNG THANH LƯƠNG 5 - TÂY BẮC - 100 M2 - HÒA XUÂN,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,208,, Không xác định,BÁN ĐẤT ĐƯỜNG ĐẬU QUANG LĨNH - ĐỐI DIỆN CÔNG VIÊN - HÒA XUÂN,3.7 tỷ," Cẩm Lệ, Đà Nẵng",
300m2,392, 2, Đông Nam,CHÀO BÁN SIÊU PHẨM BT 2 TẦNG ĐƯỜNG NGUYỄN VĂN THÔNG - HOÀ XUÂN - TP ĐÀ NẴNG,17 tỷ," Nguyễn Văn Thông, Cẩm Lệ, Đà Nẵng", 6
120m2,299,, Không xác định,"BÁN LÔ ĐẤT ĐƯỜNG HOÀNG THẾ THIỆN - 120 M2 , ĐÔNG BẮC HẸP GIỮA 2 NHÀ",4.8 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,242,, Không xác định,BÁN ĐẤT ĐƯỜNG TRẦN KIM XUYẾN - TÂY NAM - 100 M2 - HÒA XUÂN,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,443,, Không xác định,SIÊU PHẨM ĐÔNG NAM ĐƯỜNG CỒN DẦU 23 - RẺ NHẤT THỊ TRƯỜNG HIỆN TẠI,3.85 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,210,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG HUỲNH NGỌC ĐỦ - TÂY NAM - 100 M2 - HÒA XUÂN,3.85 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,378,, Không xác định,BÁN ĐẤT ĐƯỜNG 10M5 BÙI TRANG CHƯỚC - ĐOẠN KINH DOANH RẤT TỐT .,4.7 tỷ," Cẩm Lệ, Đà Nẵng",
159m2,301,, Không xác định,BÁN GÓC 2 ĐƯỜNG THÔNG SIÊU ĐẸP ( B1.62 LÔ 34 ) - HÒA XUÂN - CẨM LỆ,8.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,212,, Không xác định,"BÁN ĐẤT ĐƯỜNG VÕ VĂN NGÂN - 10M5 , KẸP ĐƯỜNG LUỒNG 1M2 - HÒA XUÂN",3.75 tỷ," Cẩm Lệ, Đà Nẵng",
